date_of_census,measure,count,table
2023-11-27,families_with_children_in_shelter,19309,DHS daily census
2023-11-27,adult_families_in_shelter,2271,DHS daily census
2023-11-26,total_individuals_in_shelter,89218,DHS daily census
2023-11-26,total_single_adults_in_shelter,21047,DHS daily census
2023-11-26,families_with_children_in_shelter,19329,DHS daily census
2023-11-26,adult_families_in_shelter,2259,DHS daily census
2023-11-25,total_individuals_in_shelter,89365,DHS daily census
2023-11-25,total_single_adults_in_shelter,21019,DHS daily census
2023-11-25,families_with_children_in_shelter,19385,DHS daily census
2023-11-25,adult_families_in_shelter,2270,DHS daily census
2023-11-24,total_individuals_in_shelter,89310,DHS daily census
2023-11-24,total_single_adults_in_shelter,20968,DHS daily census
2023-11-24,families_with_children_in_shelter,19365,DHS daily census
2023-11-24,adult_families_in_shelter,2278,DHS daily census
2023-11-23,total_individuals_in_shelter,89344,DHS daily census
2023-11-23,total_single_adults_in_shelter,20940,DHS daily census
2023-11-23,families_with_children_in_shelter,19376,DHS daily census
2023-11-23,adult_families_in_shelter,2288,DHS daily census
2023-11-22,total_individuals_in_shelter,89224,DHS daily census
2023-11-22,total_single_adults_in_shelter,20926,DHS daily census
2023-11-22,families_with_children_in_shelter,19347,DHS daily census
2023-11-22,adult_families_in_shelter,2283,DHS daily census
2023-11-21,total_individuals_in_shelter,89246,DHS daily census
2023-11-21,total_single_adults_in_shelter,20981,DHS daily census
2023-11-21,families_with_children_in_shelter,19336,DHS daily census
2023-11-21,adult_families_in_shelter,2284,DHS daily census
2023-11-20,total_individuals_in_shelter,89260,DHS daily census
2023-11-20,total_single_adults_in_shelter,20988,DHS daily census
2023-11-20,families_with_children_in_shelter,19334,DHS daily census
2023-11-20,adult_families_in_shelter,2286,DHS daily census
2023-11-19,total_individuals_in_shelter,89098,DHS daily census
2023-11-19,total_single_adults_in_shelter,20871,DHS daily census
2023-11-19,families_with_children_in_shelter,19332,DHS daily census
2023-11-19,adult_families_in_shelter,2270,DHS daily census
2023-11-18,total_individuals_in_shelter,89126,DHS daily census
2023-11-18,total_single_adults_in_shelter,20832,DHS daily census
2023-11-18,families_with_children_in_shelter,19352,DHS daily census
2023-11-18,adult_families_in_shelter,2277,DHS daily census
2023-11-17,total_individuals_in_shelter,89104,DHS daily census
2023-11-17,total_single_adults_in_shelter,20833,DHS daily census
2023-11-17,families_with_children_in_shelter,19332,DHS daily census
2023-11-17,adult_families_in_shelter,2287,DHS daily census
2023-11-16,total_individuals_in_shelter,89241,DHS daily census
2023-11-16,total_single_adults_in_shelter,20924,DHS daily census
2023-11-16,families_with_children_in_shelter,19345,DHS daily census
2023-11-16,adult_families_in_shelter,2298,DHS daily census
2023-11-15,total_individuals_in_shelter,89207,DHS daily census
2023-11-15,total_single_adults_in_shelter,20936,DHS daily census
2023-11-15,families_with_children_in_shelter,19342,DHS daily census
2023-11-15,adult_families_in_shelter,2287,DHS daily census
2023-11-14,total_individuals_in_shelter,89371,DHS daily census
2023-11-14,total_single_adults_in_shelter,21014,DHS daily census
2023-11-14,families_with_children_in_shelter,19368,DHS daily census
2023-11-14,adult_families_in_shelter,2301,DHS daily census
2023-11-13,total_individuals_in_shelter,89441,DHS daily census
2023-11-13,total_single_adults_in_shelter,21005,DHS daily census
2023-11-13,families_with_children_in_shelter,19381,DHS daily census
2023-11-13,adult_families_in_shelter,2305,DHS daily census
2023-11-12,total_individuals_in_shelter,89253,DHS daily census
2023-11-12,total_single_adults_in_shelter,20897,DHS daily census
2023-11-12,families_with_children_in_shelter,19354,DHS daily census
2023-11-12,adult_families_in_shelter,2293,DHS daily census
2023-11-11,total_individuals_in_shelter,89226,DHS daily census
2023-11-11,total_single_adults_in_shelter,20900,DHS daily census
2023-11-11,families_with_children_in_shelter,19354,DHS daily census
2023-11-11,adult_families_in_shelter,2289,DHS daily census
2023-11-10,total_individuals_in_shelter,89001,DHS daily census
2023-11-10,total_single_adults_in_shelter,20848,DHS daily census
2023-11-10,families_with_children_in_shelter,19292,DHS daily census
2023-11-10,adult_families_in_shelter,2294,DHS daily census
2023-11-09,total_individuals_in_shelter,89048,DHS daily census
2023-11-09,total_single_adults_in_shelter,20883,DHS daily census
2023-11-09,families_with_children_in_shelter,19300,DHS daily census
2023-11-09,adult_families_in_shelter,2299,DHS daily census
2023-11-08,total_individuals_in_shelter,89019,DHS daily census
2023-11-08,total_single_adults_in_shelter,20857,DHS daily census
2023-11-08,families_with_children_in_shelter,19302,DHS daily census
2023-11-08,adult_families_in_shelter,2309,DHS daily census
2023-11-07,total_individuals_in_shelter,88993,DHS daily census
2023-11-07,total_single_adults_in_shelter,20921,DHS daily census
2023-11-07,families_with_children_in_shelter,19265,DHS daily census
2023-11-07,adult_families_in_shelter,2316,DHS daily census
2023-11-06,total_individuals_in_shelter,89051,DHS daily census
2023-11-06,total_single_adults_in_shelter,20926,DHS daily census
2023-11-06,families_with_children_in_shelter,19272,DHS daily census
2023-11-06,adult_families_in_shelter,2335,DHS daily census
2023-11-05,total_individuals_in_shelter,88810,DHS daily census
2023-11-05,total_single_adults_in_shelter,20848,DHS daily census
2023-11-05,families_with_children_in_shelter,19243,DHS daily census
2023-11-05,adult_families_in_shelter,2317,DHS daily census
2023-11-04,total_individuals_in_shelter,88778,DHS daily census
2023-11-04,total_single_adults_in_shelter,20830,DHS daily census
2023-11-04,families_with_children_in_shelter,19235,DHS daily census
2023-11-04,adult_families_in_shelter,2313,DHS daily census
2023-11-03,total_individuals_in_shelter,88724,DHS daily census
2023-11-03,total_single_adults_in_shelter,20814,DHS daily census
2023-11-03,families_with_children_in_shelter,19218,DHS daily census
2023-11-03,adult_families_in_shelter,2316,DHS daily census
2023-11-02,total_individuals_in_shelter,88753,DHS daily census
2023-11-02,total_single_adults_in_shelter,20863,DHS daily census
2023-11-02,families_with_children_in_shelter,19217,DHS daily census
2023-11-02,adult_families_in_shelter,2319,DHS daily census
2023-11-01,total_individuals_in_shelter,88742,DHS daily census
2023-11-01,total_single_adults_in_shelter,20835,DHS daily census
2023-11-01,families_with_children_in_shelter,19227,DHS daily census
2023-11-01,adult_families_in_shelter,2316,DHS daily census
2023-10-31,total_individuals_in_shelter,88665,DHS daily census
2023-10-31,total_single_adults_in_shelter,20805,DHS daily census
2023-10-31,families_with_children_in_shelter,19205,DHS daily census
2023-10-31,adult_families_in_shelter,2317,DHS daily census
2023-10-30,total_individuals_in_shelter,88708,DHS daily census
2023-10-30,total_single_adults_in_shelter,20771,DHS daily census
2023-10-30,families_with_children_in_shelter,19222,DHS daily census
2023-10-30,adult_families_in_shelter,2327,DHS daily census
2023-10-29,total_individuals_in_shelter,88519,DHS daily census
2023-10-29,total_single_adults_in_shelter,20684,DHS daily census
2023-10-29,families_with_children_in_shelter,19198,DHS daily census
2023-10-29,adult_families_in_shelter,2319,DHS daily census
2023-10-28,total_individuals_in_shelter,88205,DHS daily census
2023-10-28,total_single_adults_in_shelter,20530,DHS daily census
2023-10-28,families_with_children_in_shelter,19155,DHS daily census
2023-10-28,adult_families_in_shelter,2310,DHS daily census
2023-10-27,total_individuals_in_shelter,88022,DHS daily census
2023-10-27,total_single_adults_in_shelter,20497,DHS daily census
2023-10-27,families_with_children_in_shelter,19114,DHS daily census
2023-10-27,adult_families_in_shelter,2304,DHS daily census
2023-10-26,total_individuals_in_shelter,87962,DHS daily census
2023-10-26,total_single_adults_in_shelter,20506,DHS daily census
2023-10-26,families_with_children_in_shelter,19096,DHS daily census
2023-10-26,adult_families_in_shelter,2300,DHS daily census
2023-10-25,total_individuals_in_shelter,87860,DHS daily census
2023-10-25,total_single_adults_in_shelter,20463,DHS daily census
2023-10-25,families_with_children_in_shelter,19091,DHS daily census
2023-10-25,adult_families_in_shelter,2296,DHS daily census
2023-10-24,total_individuals_in_shelter,87918,DHS daily census
2023-10-24,total_single_adults_in_shelter,20538,DHS daily census
2023-10-24,families_with_children_in_shelter,19088,DHS daily census
2023-10-24,adult_families_in_shelter,2294,DHS daily census
2023-10-23,total_individuals_in_shelter,87920,DHS daily census
2023-10-23,total_single_adults_in_shelter,20475,DHS daily census
2023-10-23,families_with_children_in_shelter,19102,DHS daily census
2023-10-23,adult_families_in_shelter,2299,DHS daily census
2023-10-22,total_individuals_in_shelter,87854,DHS daily census
2023-10-22,total_single_adults_in_shelter,20381,DHS daily census
2023-10-22,families_with_children_in_shelter,19113,DHS daily census
2023-10-22,adult_families_in_shelter,2292,DHS daily census
2023-10-21,total_individuals_in_shelter,87657,DHS daily census
2023-10-21,total_single_adults_in_shelter,20207,DHS daily census
2023-10-21,families_with_children_in_shelter,19104,DHS daily census
2023-10-21,adult_families_in_shelter,2290,DHS daily census
2023-10-20,total_individuals_in_shelter,87345,DHS daily census
2023-10-20,total_single_adults_in_shelter,20192,DHS daily census
2023-10-20,families_with_children_in_shelter,19039,DHS daily census
2023-10-20,adult_families_in_shelter,2270,DHS daily census
2023-10-19,total_individuals_in_shelter,87272,DHS daily census
2023-10-19,total_single_adults_in_shelter,20270,DHS daily census
2023-10-19,families_with_children_in_shelter,18995,DHS daily census
2023-10-19,adult_families_in_shelter,2252,DHS daily census
2023-10-18,total_individuals_in_shelter,87059,DHS daily census
2023-10-18,total_single_adults_in_shelter,20266,DHS daily census
2023-10-18,families_with_children_in_shelter,18942,DHS daily census
2023-10-18,adult_families_in_shelter,2231,DHS daily census
2023-10-17,total_individuals_in_shelter,86951,DHS daily census
2023-10-17,total_single_adults_in_shelter,20110,DHS daily census
2023-10-17,families_with_children_in_shelter,18986,DHS daily census
2023-10-17,adult_families_in_shelter,2205,DHS daily census
2023-10-16,total_individuals_in_shelter,86883,DHS daily census
2023-10-16,total_single_adults_in_shelter,20042,DHS daily census
2023-10-16,families_with_children_in_shelter,19003,DHS daily census
2023-10-16,adult_families_in_shelter,2190,DHS daily census
2023-10-15,total_individuals_in_shelter,86779,DHS daily census
2023-10-15,total_single_adults_in_shelter,20131,DHS daily census
2023-10-15,families_with_children_in_shelter,18939,DHS daily census
2023-10-15,adult_families_in_shelter,2178,DHS daily census
2023-10-14,total_individuals_in_shelter,86600,DHS daily census
2023-10-14,total_single_adults_in_shelter,20024,DHS daily census
2023-10-14,families_with_children_in_shelter,18909,DHS daily census
2023-10-14,adult_families_in_shelter,2188,DHS daily census
2023-10-13,total_individuals_in_shelter,86218,DHS daily census
2023-10-13,total_single_adults_in_shelter,19803,DHS daily census
2023-10-13,families_with_children_in_shelter,18864,DHS daily census
2023-10-13,adult_families_in_shelter,2194,DHS daily census
2023-10-12,total_individuals_in_shelter,86144,DHS daily census
2023-10-12,total_single_adults_in_shelter,19802,DHS daily census
2023-10-12,families_with_children_in_shelter,18840,DHS daily census
2023-10-12,adult_families_in_shelter,2198,DHS daily census
2023-10-11,total_individuals_in_shelter,85970,DHS daily census
2023-10-11,total_single_adults_in_shelter,19654,DHS daily census
2023-10-11,families_with_children_in_shelter,18834,DHS daily census
2023-10-11,adult_families_in_shelter,2195,DHS daily census
2023-10-10,total_individuals_in_shelter,86004,DHS daily census
2023-10-10,total_single_adults_in_shelter,19705,DHS daily census
2023-10-10,families_with_children_in_shelter,18808,DHS daily census
2023-10-10,adult_families_in_shelter,2197,DHS daily census
2023-10-09,total_individuals_in_shelter,85964,DHS daily census
2023-10-09,total_single_adults_in_shelter,19698,DHS daily census
2023-10-09,families_with_children_in_shelter,18824,DHS daily census
2023-10-09,adult_families_in_shelter,2157,DHS daily census
2023-10-08,total_individuals_in_shelter,85561,DHS daily census
2023-10-08,total_single_adults_in_shelter,19608,DHS daily census
2023-10-08,families_with_children_in_shelter,18730,DHS daily census
2023-10-08,adult_families_in_shelter,2154,DHS daily census
2023-10-07,total_individuals_in_shelter,85617,DHS daily census
2023-10-07,total_single_adults_in_shelter,19577,DHS daily census
2023-10-07,families_with_children_in_shelter,18753,DHS daily census
2023-10-07,adult_families_in_shelter,2156,DHS daily census
2023-10-06,total_individuals_in_shelter,85407,DHS daily census
2023-10-06,total_single_adults_in_shelter,19608,DHS daily census
2023-10-06,families_with_children_in_shelter,18684,DHS daily census
2023-10-06,adult_families_in_shelter,2156,DHS daily census
2023-10-05,total_individuals_in_shelter,85426,DHS daily census
2023-10-05,total_single_adults_in_shelter,19712,DHS daily census
2023-10-05,families_with_children_in_shelter,18661,DHS daily census
2023-10-05,adult_families_in_shelter,2155,DHS daily census
2023-10-04,total_individuals_in_shelter,85268,DHS daily census
2023-10-04,total_single_adults_in_shelter,19679,DHS daily census
2023-10-04,families_with_children_in_shelter,18615,DHS daily census
2023-10-04,adult_families_in_shelter,2144,DHS daily census
2023-10-03,total_individuals_in_shelter,85178,DHS daily census
2023-10-03,total_single_adults_in_shelter,19676,DHS daily census
2023-10-03,families_with_children_in_shelter,18578,DHS daily census
2023-10-03,adult_families_in_shelter,2158,DHS daily census
2023-10-02,total_individuals_in_shelter,85170,DHS daily census
2023-10-02,total_single_adults_in_shelter,19700,DHS daily census
