measure,count,table,date
Families w/children at PATH Overnight (pre 10PM),0,family_intake,2024-02-14
Adults,55196,total_shelter_census,2024-02-14
Children,33046,total_shelter_census,2024-02-14
Total Individuals,88242,total_shelter_census,2024-02-14
Men,15104,total_single_adults,2024-02-14
Women,5075,total_single_adults,2024-02-14
Total Single Adults,20179,total_single_adults,2024-02-14
Families,19286,families_with_children,2024-02-14
Adults,30137,families_with_children,2024-02-14
Children,33046,families_with_children,2024-02-14
Individuals,63183,families_with_children,2024-02-14
Families,2289,adult_families_census,2024-02-14
Individuals (Adults),4880,adult_families_census,2024-02-14
Single Adults,22162,combined_total_single_adults,2024-02-14
Total Individuals,90225,combined_total_shelter_census,2024-02-14
Drop-in Center Clients Served,317,single_adults,2024-02-13
Drop-in Center Overnight Census,140,single_adults,2024-02-13
Faith Bed Census,22,single_adults,2024-02-13
Outreach Contacts,367,single_adults,2024-02-13
Outreach Placements,36,single_adults,2024-02-13
Safe Haven Utilization,1722,single_adults,2024-02-13
Veterans In Short-term Housing,196,single_adults,2024-02-13
Criminal Justice Short-term Housing,NA,single_adults,2024-02-13
Families with Children Requesting Temporary Housing,91,family_intake,2024-02-13
Adult Families Requesting Temporary Housing,19,family_intake,2024-02-13
Families Placed in Overnight Accommodations,0,family_intake,2024-02-13
Families w/children at PATH Overnight (pre 10PM),0,family_intake,2024-02-13
Adults,55278,total_shelter_census,2024-02-13
Children,33063,total_shelter_census,2024-02-13
Total Individuals,88341,total_shelter_census,2024-02-13
Men,15117,total_single_adults,2024-02-13
Women,5094,total_single_adults,2024-02-13
Total Single Adults,20211,total_single_adults,2024-02-13
Families,19309,families_with_children,2024-02-13
Adults,30167,families_with_children,2024-02-13
Children,33063,families_with_children,2024-02-13
Individuals,63230,families_with_children,2024-02-13
Families,2299,adult_families_census,2024-02-13
Individuals (Adults),4900,adult_families_census,2024-02-13
Single Adults,22291,combined_total_single_adults,2024-02-13
Total Individuals,90421,combined_total_shelter_census,2024-02-13
Drop-in Center Clients Served,267,single_adults,2024-02-12
Drop-in Center Overnight Census,206,single_adults,2024-02-12
Faith Bed Census,NA,single_adults,2024-02-12
Outreach Contacts,317,single_adults,2024-02-12
Outreach Placements,34,single_adults,2024-02-12
Safe Haven Utilization,1653,single_adults,2024-02-12
Veterans In Short-term Housing,190,single_adults,2024-02-12
Criminal Justice Short-term Housing,NA,single_adults,2024-02-12
Families with Children Requesting Temporary Housing,132,family_intake,2024-02-12
Adult Families Requesting Temporary Housing,22,family_intake,2024-02-12
Families Placed in Overnight Accommodations,0,family_intake,2024-02-12
Families w/children at PATH Overnight (pre 10PM),0,family_intake,2024-02-12
Adults,55212,total_shelter_census,2024-02-12
Children,33075,total_shelter_census,2024-02-12
Total Individuals,88287,total_shelter_census,2024-02-12
Men,15068,total_single_adults,2024-02-12
Women,5087,total_single_adults,2024-02-12
Total Single Adults,20155,total_single_adults,2024-02-12
Families,19322,families_with_children,2024-02-12
Adults,30182,families_with_children,2024-02-12
Children,33075,families_with_children,2024-02-12
Individuals,63257,families_with_children,2024-02-12
Families,2286,adult_families_census,2024-02-12
Individuals (Adults),4875,adult_families_census,2024-02-12
Single Adults,22204,combined_total_single_adults,2024-02-12
Total Individuals,90336,combined_total_shelter_census,2024-02-12
Drop-in Center Clients Served,213,single_adults,2024-02-11
Drop-in Center Overnight Census,180,single_adults,2024-02-11
Faith Bed Census,21,single_adults,2024-02-11
Outreach Contacts,234,single_adults,2024-02-11
Outreach Placements,32,single_adults,2024-02-11
Safe Haven Utilization,1660,single_adults,2024-02-11
Veterans In Short-term Housing,178,single_adults,2024-02-11
Criminal Justice Short-term Housing,NA,single_adults,2024-02-11
Families with Children Requesting Temporary Housing,67,family_intake,2024-02-11
Adult Families Requesting Temporary Housing,20,family_intake,2024-02-11
Families Placed in Overnight Accommodations,0,family_intake,2024-02-11
Families w/children at PATH Overnight (pre 10PM),0,family_intake,2024-02-11
Adults,55281,total_shelter_census,2024-02-11
Children,33156,total_shelter_census,2024-02-11
Total Individuals,88437,total_shelter_census,2024-02-11
Men,15111,total_single_adults,2024-02-11
Women,5062,total_single_adults,2024-02-11
Total Single Adults,20173,total_single_adults,2024-02-11
Families,19370,families_with_children,2024-02-11
Adults,30253,families_with_children,2024-02-11
Children,33156,families_with_children,2024-02-11
Individuals,63409,families_with_children,2024-02-11
Families,2277,adult_families_census,2024-02-11
Individuals (Adults),4855,adult_families_census,2024-02-11
Single Adults,22212,combined_total_single_adults,2024-02-11
Total Individuals,90476,combined_total_shelter_census,2024-02-11
Drop-in Center Clients Served,187,single_adults,2024-02-08
Drop-in Center Overnight Census,206,single_adults,2024-02-08
Faith Bed Census,21,single_adults,2024-02-08
Outreach Contacts,354,single_adults,2024-02-08
Outreach Placements,36,single_adults,2024-02-08
Safe Haven Utilization,1662,single_adults,2024-02-08
Veterans In Short-term Housing,197,single_adults,2024-02-08
Criminal Justice Short-term Housing,NA,single_adults,2024-02-08
Families with Children Requesting Temporary Housing,119,family_intake,2024-02-08
Adult Families Requesting Temporary Housing,24,family_intake,2024-02-08
Families Placed in Overnight Accommodations,0,family_intake,2024-02-08
Families w/children at PATH Overnight (pre 10PM),0,family_intake,2024-02-08
Adults,55537,total_shelter_census,2024-02-08
Children,33184,total_shelter_census,2024-02-08
Total Individuals,88721,total_shelter_census,2024-02-08
Men,15270,total_single_adults,2024-02-08
Women,5116,total_single_adults,2024-02-08
Total Single Adults,20386,total_single_adults,2024-02-08
Families,19372,families_with_children,2024-02-08
Adults,30248,families_with_children,2024-02-08
Children,33184,families_with_children,2024-02-08
Individuals,63432,families_with_children,2024-02-08
Families,2301,adult_families_census,2024-02-08
Individuals (Adults),4903,adult_families_census,2024-02-08
Single Adults,22472,combined_total_single_adults,2024-02-08
Total Individuals,90807,combined_total_shelter_census,2024-02-08
Drop-in Center Clients Served,422,single_adults,2024-02-06
Drop-in Center Overnight Census,171,single_adults,2024-02-06
Faith Bed Census,22,single_adults,2024-02-06
Outreach Contacts,372,single_adults,2024-02-06
Outreach Placements,48,single_adults,2024-02-06
Safe Haven Utilization,1663,single_adults,2024-02-06
Veterans In Short-term Housing,191,single_adults,2024-02-06
Criminal Justice Short-term Housing,NA,single_adults,2024-02-06
Families with Children Requesting Temporary Housing,131,family_intake,2024-02-06
Adult Families Requesting Temporary Housing,29,family_intake,2024-02-06
Families Placed in Overnight Accommodations,0,family_intake,2024-02-06
Families w/children at PATH Overnight (pre 10PM),0,family_intake,2024-02-06
Adults,55850,total_shelter_census,2024-02-06
Children,33307,total_shelter_census,2024-02-06
Total Individuals,89157,total_shelter_census,2024-02-06
Men,15463,total_single_adults,2024-02-06
Women,5118,total_single_adults,2024-02-06
Total Single Adults,20581,total_single_adults,2024-02-06
Families,19461,families_with_children,2024-02-06
Adults,30394,families_with_children,2024-02-06
Children,33307,families_with_children,2024-02-06
Individuals,63701,families_with_children,2024-02-06
Families,2286,adult_families_census,2024-02-06
Individuals (Adults),4875,adult_families_census,2024-02-06
Single Adults,22628,combined_total_single_adults,2024-02-06
Total Individuals,91204,combined_total_shelter_census,2024-02-06
Drop-in Center Clients Served,320,single_adults,2024-02-05
Drop-in Center Overnight Census,190,single_adults,2024-02-05
Faith Bed Census,22,single_adults,2024-02-05
Outreach Contacts,291,single_adults,2024-02-05
Outreach Placements,39,single_adults,2024-02-05
Safe Haven Utilization,1659,single_adults,2024-02-05
Veterans In Short-term Housing,189,single_adults,2024-02-05
Criminal Justice Short-term Housing,NA,single_adults,2024-02-05
Families with Children Requesting Temporary Housing,169,family_intake,2024-02-05
Adult Families Requesting Temporary Housing,28,family_intake,2024-02-05
Families Placed in Overnight Accommodations,0,family_intake,2024-02-05
Families w/children at PATH Overnight (pre 10PM),0,family_intake,2024-02-05
Adults,55784,total_shelter_census,2024-02-05
Children,33303,total_shelter_census,2024-02-05
Total Individuals,89087,total_shelter_census,2024-02-05
Men,15428,total_single_adults,2024-02-05
Women,5094,total_single_adults,2024-02-05
Total Single Adults,20522,total_single_adults,2024-02-05
Families,19448,families_with_children,2024-02-05
Adults,30376,families_with_children,2024-02-05
Children,33303,families_with_children,2024-02-05
Individuals,63679,families_with_children,2024-02-05
Families,2292,adult_families_census,2024-02-05
Individuals (Adults),4886,adult_families_census,2024-02-05
Single Adults,22582,combined_total_single_adults,2024-02-05
Total Individuals,91147,combined_total_shelter_census,2024-02-05
Drop-in Center Clients Served,NA,single_adults,2024-02-04
Drop-in Center Overnight Census,125,single_adults,2024-02-04
Faith Bed Census,NA,single_adults,2024-02-04
Outreach Contacts,185,single_adults,2024-02-04
Outreach Placements,28,single_adults,2024-02-04
Safe Haven Utilization,1665,single_adults,2024-02-04
Veterans In Short-term Housing,183,single_adults,2024-02-04
Criminal Justice Short-term Housing,NA,single_adults,2024-02-04
Families with Children Requesting Temporary Housing,87,family_intake,2024-02-04
Adult Families Requesting Temporary Housing,29,family_intake,2024-02-04
Families Placed in Overnight Accommodations,0,family_intake,2024-02-04
Families w/children at PATH Overnight (pre 10PM),0,family_intake,2024-02-04
Adults,55677,total_shelter_census,2024-02-04
Children,33341,total_shelter_census,2024-02-04
Total Individuals,89018,total_shelter_census,2024-02-04
Men,15332,total_single_adults,2024-02-04
Women,5067,total_single_adults,2024-02-04
Total Single Adults,20399,total_single_adults,2024-02-04
Families,19480,families_with_children,2024-02-04
Adults,30411,families_with_children,2024-02-04
Children,33341,families_with_children,2024-02-04
Individuals,63752,families_with_children,2024-02-04
Families,2282,adult_families_census,2024-02-04
Individuals (Adults),4867,adult_families_census,2024-02-04
Single Adults,22372,combined_total_single_adults,2024-02-04
Total Individuals,90991,combined_total_shelter_census,2024-02-04
Drop-in Center Clients Served,302,single_adults,2024-02-01
Drop-in Center Overnight Census,209,single_adults,2024-02-01
Faith Bed Census,20,single_adults,2024-02-01
Outreach Contacts,321,single_adults,2024-02-01
Outreach Placements,32,single_adults,2024-02-01
Safe Haven Utilization,1661,single_adults,2024-02-01
Veterans In Short-term Housing,185,single_adults,2024-02-01
Criminal Justice Short-term Housing,NA,single_adults,2024-02-01
Families with Children Requesting Temporary Housing,251,family_intake,2024-02-01
Adult Families Requesting Temporary Housing,28,family_intake,2024-02-01
Families Placed in Overnight Accommodations,0,family_intake,2024-02-01
Families w/children at PATH Overnight (pre 10PM),0,family_intake,2024-02-01
Adults,55819,total_shelter_census,2024-02-01
Children,33367,total_shelter_census,2024-02-01
Total Individuals,89186,total_shelter_census,2024-02-01
Men,15400,total_single_adults,2024-02-01
Women,5067,total_single_adults,2024-02-01
Total Single Adults,20467,total_single_adults,2024-02-01
Families,19508,families_with_children,2024-02-01
Adults,30473,families_with_children,2024-02-01
Children,33367,families_with_children,2024-02-01
Individuals,63840,families_with_children,2024-02-01
Families,2288,adult_families_census,2024-02-01
Individuals (Adults),4879,adult_families_census,2024-02-01
Single Adults,22542,combined_total_single_adults,2024-02-01
Total Individuals,91261,combined_total_shelter_census,2024-02-01
Drop-in Center Clients Served,323,single_adults,2024-01-31
Drop-in Center Overnight Census,212,single_adults,2024-01-31
Faith Bed Census,19,single_adults,2024-01-31
Outreach Contacts,279,single_adults,2024-01-31
Outreach Placements,46,single_adults,2024-01-31
Safe Haven Utilization,1702,single_adults,2024-01-31
Veterans In Short-term Housing,186,single_adults,2024-01-31
Criminal Justice Short-term Housing,NA,single_adults,2024-01-31
Families with Children Requesting Temporary Housing,148,family_intake,2024-01-31
Adult Families Requesting Temporary Housing,21,family_intake,2024-01-31
Families Placed in Overnight Accommodations,0,family_intake,2024-01-31
Families w/children at PATH Overnight (pre 10PM),0,family_intake,2024-01-31
Adults,55752,total_shelter_census,2024-01-31
Children,33212,total_shelter_census,2024-01-31
Total Individuals,88964,total_shelter_census,2024-01-31
Men,15457,total_single_adults,2024-01-31
Women,5092,total_single_adults,2024-01-31
Total Single Adults,20549,total_single_adults,2024-01-31
Families,19439,families_with_children,2024-01-31
Adults,30339,families_with_children,2024-01-31
Children,33212,families_with_children,2024-01-31
